"Done by:","Done by:"
"Done By:","Done By:"
"Download and Install","Download and Install"
"Download Remote File","Download Remote File"
"Downloading and installing $pkg, please wait...","Downloading and installing $pkg, please wait..."
"Drag to move","Drag to move"
"Drop-down","Drop-down"
"Transactional Emails","E-maili mallide haldus"
"Edit","Edit"
"Edit Email Template","Edit Email Template"
"Edit Poll","Edit Poll"
"Edit Role","Edit Role"
"Edit Store View","Edit Store View"
"Edit System Template","Edit System Template"
"Edit Tag","Edit Tag"
"Edit Template","Edit Template"
"Edit Urlrewrite","Edit Urlrewrite"
"Edit User","Edit User"
"Edit User '%s'","Edit User '%s'"
"Edit Website","Edit Website"
"Previous page","Eelmine lehekülg"
"2YTD","Eelmisest aastast tänaseni"
"Preview","Eelvaade"
"First Name","Eesnimi"
"No","Ei"
"Email","Email"
"Email address is empty.","Email address is empty."
"Email Preview","Email Preview"
"Email to a Friend","Email to a Friend"
"Email:","Email:"
"Email Address:","Emaili aadress:"
"Enable","Enable"
"Enabled","Enabled"
"Enclose Values In:","Enclose Values In:"
"Most Viewed Products","Enim vaadatud tooted"
"Entity Type","Entity Type"
"Entity type:","Entity type:"
"Error uploading the file","Error uploading the file"
"Error while cleared Image cache. Please try again later","Error while cleared Image cache. Please try again later"
"Error while create backup. Please try again later","Error while create backup. Please try again later"
"Error while deleting this role. Please try again later.","Error while deleting this role. Please try again later."
"Error while deleting this set.","Error while deleting this set."
"Error while finished process. Please refresh cache","Error while finished process. Please refresh cache"
"Error while refreshed Catalog Rewrites. Please try again later","Error while refreshed Catalog Rewrites. Please try again later"
"Error while refreshed Layered Navigation Indices. Please try again later","Error while refreshed Layered Navigation Indices. Please try again later"
"Error while saving account. Please check all required fields","Error while saving account. Please check all required fields"
"Error while saving account. Please try again later","Error while saving account. Please try again later"
"Error while saving this configuration: ","Error while saving this configuration: "
"Error while saving this role. Please try again later.","Error while saving this role. Please try again later."
"Error while updating selected review(s). Please try again later.","Error while updating selected review(s). Please try again later."
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","example: ""sitemap/"" or ""/"" for base path (path must be writeable)"
"example: sitemap.xml","example: sitemap.xml"
"Excl. Tax","Excl. Tax"
"Exclude","Exclude"
"Exclude (comma separated)","Exclude (comma separated)"
"Expiration Date","Expiration Date"
"Expiration Date: %s/%s","Expiration Date: %s/%s"
"Export","Export"
"Export CSV","Export CSV"
"Export Filters","Export Filters"
"Export to:","Export to:"
"Export:","Export:"
"Extension","Extension"
"Extension Name","Extension Name"
"Extensions","Extensions"
"Failed to add a product to cart by id ""%s""","Failed to add a product to cart by id ""%s"""
"Failed to load %1$s.xml or %1$s.ser","Failed to load %1$s.xml or %1$s.ser"
"File size should be more than 0 bytes","Faili suurus peaks olema suurem kui 0 baiti"
"Field","Field"
"Field Mapping","Field Mapping"
"File","File"
"File Information","File Information"
"File name:","File name:"
"Final Price","Final Price"
"Finished items creation.","Finished items creation."
"Finished profile execution.","Finished profile execution."
"First Name:","First Name:"
"Firstname","Firstname"
"Fixed","Fixed"
"Flat Catalog Category rebuild error","Flat Catalog Category rebuild error"
"Flat Catalog Category was rebuilt successfully","Flat Catalog Category was rebuilt successfully"
"Flat Catalog Product rebuild error. Please try again later","Flat Catalog Product rebuild error. Please try again later"
"Flat Catalog Product was rebuilt successfully","Flat Catalog Product was rebuilt successfully"
"For category","For category"
"For latest version visit: %s","For latest version visit: %s"
"For product","For product"
"Forgot your user name or password?","Forgot your user name or password?"
"from","from"
"FTP Host[:Port]","FTP Host[:Port]"
"Gb","Gb"
"General Information","General Information"
"General Section","General Section"
"Get Image Base64","Get Image Base64"
"Global Record Search","Globaalne kirjete otsing"
"Global Attribute","Global Attribute"
"Global Search","Global Search"
"Go Today","Go Today"
"Google Base","Google Base"
"Google Base Items","Google Base Items"
"Grid (default) / List","Grid (default) / List"
"Grid only","Grid only"
"Group:","Group:"
"Manage Currency Rates","Halda valuuta kursse"
"Retrieve Password","Hangi parool"
"Price","Hind"
"Home","Home"
"HTTP (unsecure)","HTTP (unsecure)"
"HTTPS (SSL)","HTTPS (SSL)"
"ID","ID"
"ID Path","ID Path"
"Ignore","Ignore"
"Image cache was cleared successfully","Image cache was cleared successfully"
"Images","Images"
"Images Cache","Images Cache"
"images/logo.gif","images/logo.gif"
"Import","Import"
"Import Service","Import Service"
"Import/Export","Import/Export"
"Import/Export Advanced","Import/Export Advanced"
"Import/Export Profile","Import/Export Profile"
"Imported <strong>%s</strong> records","Imported <strong>%s</strong> records"
"In Database:","In Database:"
"In File:","In File:"
"Inactive","Inactive"
"Include","Include"
"Incoming Message","Incoming Message"
"Individual Item","Individual Item"
"Install","Install"
"Install Package File","Install Package File"
"Installed As","Installed As"
"Installed Extension Info","Installed Extension Info"
"Installed Version","Installed Version"
"Installing $pkg, please wait...","Installing $pkg, please wait..."
"Installing selected packages, please wait...","Installing selected packages, please wait..."
"Instant Payment Notification (IPN)","Instant Payment Notification (IPN)"
"Interactive","Interactive"
"Interface Locale: %s","Interface Locale: %s"
"Invalid directory: %s","Invalid directory: %s"
"Invalid file: %s","Invalid file: %s"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page."
"Invalid Import Service Specified","Invalid Import Service Specified"
"Invalid input data for %s => %s rate","Invalid input data for %s => %s rate"
"Invalid input:","Invalid input:"
"Invalid parrent block for this block","Invalid parrent block for this block"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)"
"Invalid Secret Key. Please refresh the page.","Invalid Secret Key. Please refresh the page."
"Invalid section value","Invalid section value"
"Invalid store value","Invalid store value"
"Invalid URL","Invalid URL"
"Invalid Username or Password.","Invalid Username or Password."
"Invalid website value","Invalid website value"
"Inventory Stock Status","Inventory Stock Status"
"Invoice #%s comment added","Invoice #%s comment added"
"Invoice #%s created","Invoice #%s created"
"Invoice and shipment was successfully created.","Invoice and shipment was successfully created."
"Invoice cancel error.","Invoice cancel error."
"Invoice capture error","Invoice capture error"
"Invoice void error","Invoice void error"
"Invoice was successfully canceled.","Invoice was successfully canceled."
"Invoice was successfully captured","Invoice was successfully captured"
"Invoice was successfully created.","Invoice was successfully created."
"Invoice was successfully voided","Invoice was successfully voided"
"IP Address","IP Address"
"Issue Number","Issue Number"
"Issuer: %s","Issuer: %s"
"Items to merge","Items to merge"
"Yes","Jah"
"Next page","Järgmine lehekülg"
"Users","Kasutajad"
"User Name","Kasutajanimi"
"User Name:","Kasutajanimi:"
"Number of Uses","Kasutatud"
"Guest","Külaline"
"All Tags","Kõik märksõnad"
"All Store Views","Kõik poe vaated"
"All Websites","Kõik veebilehed"
"Kb","Kb"
"Average Orders","Keskmine tellimuse suurus"
"Average Order Amount","Keskmine tellimuse suurus"
"No records found.","Kirjeid ei leitud"
"Customer Name","Kliendi nimi"
"Customers","Kliendid"
"Customer","Klient"
"Quantity","Kogus"
"Amounts","Kogused"
"Shipping","Kohaletoimetamine"
"Shipment History","Kohaletoimetamise ajalugu"
"of %s pages","kokku %s leheküljest"
"Total %d records found","Kokku leiti %d kirjet"
"Configuration","Konfiguratsioon"
"Account Information","Konto info"
"Account Created on:","Konto loomise aeg:"
"Account successfully saved","Konto on salvestatud"
"Account status","Konto staatus"
"Incl. Tax","Koos KM"
"To","Kuni"
"to","Kuni"
"View","Kuva"
"Last Logged In (%s):","Last Logged In (%s):"
"Last Logged In:","Last Logged In:"
"Last Month","Last Month"
"Last Name:","Last Name:"
"Lastname","Lastname"
"Latest Message:","Latest Message:"
"Layered Navigation indexing queue cancelled","Layered Navigation indexing queue cancelled"
"Layered Navigation indexing queued","Layered Navigation indexing queued"
"Layered Navigation Indices","Layered Navigation Indices"
"Layered Navigation Indices was refreshed successfully","Layered Navigation Indices was refreshed successfully"
"Layered Navigation Indices were refreshed successfully","Layered Navigation Indices were refreshed successfully"
"Layered Navigation process queued to be killed","Layered Navigation process queued to be killed"
"Grand Total","Lõppsumma"
"Leave empty to use tax identifier","Leave empty to use tax identifier"
"Page","Lehekülg"
"Level","Level"
"License","License"
"License URI","License URI"
"License:","License:"
"Access Denied.","Ligipääs keelatud"
"Links","Links"
"Add New User","Lisa uus kasutaja"
"Add New Template","Lisa uus mall"
"Add New Image","Lisa uus pilt"
"Add New Profile","Lisa uus profiil"
"Add new Role","Lisa uus roll"
"Add New Role","Lisa uus roll"
"List (default) / Grid","List (default) / Grid"
"List only","List only"
"Load default template","Load default template"
"Load local Package","Load local Package"
"Load Template","Load Template"
"Loading...","Loading..."
"Local Server","Local Server"
"Local/Remote Server","Local/Remote Server"
"Locale","Locale"
"Log into Magento Admin Page","Logi Magento adminni sisse"
"Log in to Admin Panel","Logi Magento adminni sisse"
"Login","Logi sisse"
"Log Out","Logi välja"
"You successfully logged out.","Logisite edukalt välja."
"Create New Attribute","Loo uus atribuut"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrative Panel"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Magento Logo"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento on Irubin Consulting Inc. DBA Varien kaubamärk. Autoriõigus &copy; %s Irubin Consulting Inc."
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; on Irubin Consulting Inc. DBA Varien kaubamärk.<br/>Autoriõigus &copy; %s Irubin Consulting Inc."
"Maintainers","Maintainers"
"MAJOR","MAJOR"
"major","major"
"Tax","Maks"
"Manage Customers","Manage Customers"
"Manage Installed Extensions","Manage Installed Extensions"
"Manage osCommerce Orders","Manage osCommerce Orders"
"Manage osCommerce Profiles","Manage osCommerce Profiles"
"Manage Ratings","Manage Ratings"
"Manage Stores","Manage Stores"
"Mapping Configuration","Mapping Configuration"
"Matched expression","Matched expression"
"Max","Max"
"Maximum","Maximum"
"Tag was successfully deleted","Märksõna on kustutatud"
"Tag was successfully saved","Märksõna on salvestatud"
"Tags","Märksõnad"
"Revenue","Müügitulu"
"Lifetime Sales","Müük läbi aegade"
"Any","Mõlemad"
"Mb","Mb"
"md5sum","md5sum"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Merge Now","Merge Now"
"Messages Inbox","Messages Inbox"
"Min","Min"
"Minimum","Minimum"
"MINOR","MINOR"
"minor","minor"
"My Account","Minu konto"
"Module version conflict!","Module version conflict!"
"Month","Month"
"MS Excel XML","MS Excel XML"
"Multiple Select","Multiple Select"
"N/A","N/A"
"Name on Card","Name on Card"
"Name on the Card: %s","Name on the Card: %s"
"Name:","Name:"
"New Accounts","New Accounts"
"New admin password","New admin password"
"New Api Key","New Api Key"
"New Email Template","New Email Template"
"New Extension","New Extension"
"New Item Type","New Item Type"
"New Profile","New Profile"
"New Store View","New Store View"
"New System Template","New System Template"
"New Tag","New Tag"
"New Template","New Template"
"New User","New User"
"New Website","New Website"
"Next month (hold for menu)","Next month (hold for menu)"
"Next year (hold for menu)","Next year (hold for menu)"
"Name","Nimi
Name on Card"""
"No (price without tax)","No (price without tax)"
"No change","No change"
"No Extensions Found","No Extensions Found"
"No profile","No profile"
"No profile loaded...","No profile loaded..."
"No records found for this period.","No records found for this period."
"No search keywords.","No search keywords."
"No search modules registered","No search modules registered"
"No Templates Found","No Templates Found"
"None","None"
"Note:","Note:"
"Notes","Notes"
"Notes:","Notes:"
"NOTICE","NOTICE"
"notice","notice"
"Number of records:","Number of records:"
"Number of Use","Number of Use"
"Old rate:","Old rate:"
"Are you sure you want to do this?","Olete kindel, et soovite seda teha?"
"One of options row has error","One of options row has error"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available."
"Only mapped fields","Only mapped fields"
"Optional","Optional"
"Options","Options"
"or","or"
"Order #%s","Order #%s"
"Order #%s (%s)","Order #%s (%s)"
"Order not longer exist","Order not longer exist"
"Order not longer exist.","Order not longer exist."
"Order Totals","Order Totals"
"Original Magento attribute names in first row:","Original Magento attribute names in first row:"
"Search","Otsi"
"Search Term","Otsingusõna"
"Package","Package"
"Package %s data was successfully loaded","Package %s data was successfully loaded"
"Package Extensions","Package Extensions"
"Package File Name","Package File Name"
"Package Info","Package Info"
"Package Information","Package Information"
"Packages","Packages"
"Please wait...","Palun oodake..."
"Parent Product Thumbnail","Parent Product Thumbnail"
"Password:","Parool:"
"Passive mode","Passive mode"
"Password","Password"
"Path","Path"
"Path:","Path:"
"Payment Data Transfer (PDT)","Payment Data Transfer (PDT)"
"Payment method must be specified","Payment method must be specified"
"PayPal Email","PayPal Email"
"PEAR config","PEAR config"
"PEAR Configuration was successfully saved","PEAR Configuration was successfully saved"
"PEAR Console","PEAR Console"
"Pending installation...","Pending installation..."
"Pending Tags","Pending Tags"
"Per Item","Per Item"
"Per Order","Per Order"
"Percent","Percent"
"Last Name","Perenimi"
"Performed At","Performed At"
"Period","Period"
"Permanent (301)","Permanent (301)"
"Permissions","Permissions"
"Personal Information","Personal Information"
"Phone:","Phone:"
"PHP Version","PHP Version"
"Images (.gif, .jpg, .png)","Pildid (.gif, .jpg, .png)"
"Please confirm site switching. All data that hasn't been saved will be lost.","Please confirm site switching. All data that hasn't been saved will be lost."
"Please enter 6 or more characters.","Please enter 6 or more characters."
"Please enter a number greater than 0 in this field.","Please enter a number greater than 0 in this field."
"Please enter a valid $ amount. For example $100.00.","Please enter a valid $ amount. For example $100.00."
"Please enter a valid credit card number.","Please enter a valid credit card number."
"Please enter a valid date.","Please enter a valid date."
"Please enter a valid email address. For example johndoe@domain.com.","Please enter a valid email address. For example johndoe@domain.com."
"Please enter a valid number in this field.","Please enter a valid number in this field."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Please enter a valid social security number. For example 123-45-6789."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Please enter a valid URL. For example http://www.example.com or www.example.com"
"Please enter a valid URL. http:// is required","Please enter a valid URL. http:// is required"
"Please enter a valid value from list","Please enter a valid value from list"
"Please enter a valid value, ex: 10,20,30","Please enter a valid value, ex: 10,20,30"
"Please enter a valid zip code.","Please enter a valid zip code."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Please enter a valid zip code. For example 90602 or 90602-1234."
"Please enter valid password.","Please enter valid password."
"Please fill in 'email' field.","Please fill in 'email' field."
"Please make sure that all global admin search modules are installed and activated.","Please make sure that all global admin search modules are installed and activated."
"Please make sure that your changes were saved before running the profile.","Please make sure that your changes were saved before running the profile."
"Please make sure your passwords match.","Please make sure your passwords match."
"Please select a custmer","Please select a custmer"
"Please select a store","Please select a store"
"Please select an option.","Please select an option."
"Please select catalog searches","Please select catalog searches"
"Please select customer(s)","Please select customer(s)"
"Please select one of the above options.","Please select one of the above options."
"Please select one of the options.","Please select one of the options."
"Please select review(s)","Please select review(s)"
"Please select State/Province.","Please select State/Province."
"Please select tag(s)","Please select tag(s)"
"Please specify admin custom URL","Please specify admin custom URL"
"Please specify at least start or end date.","Please specify at least start or end date."
"Please use in this field only ""a-z,0-9,_"".","Please use in this field only ""a-z,0-9,_""."
"Please use letters only (a-z) in this field.","Please use letters only (a-z) in this field."
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","Please use numbers only in this field. please avoid spaces or other characters such as dots or commas."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006."
"Please wait, loading...","Please wait, loading..."
"Please, add a few answers to this poll first","Please, add a few answers to this poll first"
"Please, select a store view","Please, select a store view"
"Please, select visible in stores to this poll first","Please, select visible in stores to this poll first"
"Store View","Poe vaade"
"Poll Manager","Poll Manager"
"Poll was successfully deleted","Poll was successfully deleted"
"Poll was successfully saved","Poll was successfully saved"
"Position of Watermark for %s","Position of Watermark for %s"
"Preferred state","Preferred state"
"Preparing to change $pkg, please wait...","Preparing to change $pkg, please wait..."
"Prev. month (hold for menu)","Prev. month (hold for menu)"
"Prev. year (hold for menu)","Prev. year (hold for menu)"
"Preview Template","Preview Template"
"Price alert subscription was saved successfully","Price alert subscription was saved successfully"
"Price:","Price:"
"Primary Billing Address","Primary Billing Address"
"Processed <strong>%s%% %s/%d</strong> items","Processed <strong>%s%% %s/%d</strong> items"
"Processed <strong>%s%% %s/%d</strong> records","Processed <strong>%s%% %s/%d</strong> records"
"Product","Product"
"Product Thumbnail Itself","Product Thumbnail Itself"
"Product:","Product:"
"Products","Products"
"Profiles","Profiilid"
"Profile Action","Profile Action"
"Profile Actions XML","Profile Actions XML"
"Profile Direction","Profile Direction"
"Profile History","Profile History"
"Profile Information","Profile Information"
"Profile Name","Profile Name"
"Profile was deleted","Profile was deleted"
